 2022-02-28 00:00:02.083326,ETHUSD,2616.92
 2022-02-28 00:01:02.057039,ETHUSD, 2615.8
 2022-02-28 00:02:01.801294,ETHUSD,2615.89
 2022-02-28 00:03:02.088237,ETHUSD,2607.86
 2022-02-28 00:04:01.868544,ETHUSD,2601.98
 2022-02-28 00:05:02.189585,ETHUSD,2605.88
 2022-02-28 00:06:02.901971,ETHUSD,2617.61
 2022-02-28 00:07:01.630656,ETHUSD,2622.33
 2022-02-28 00:08:02.182668,ETHUSD,2620.12
 2022-02-28 00:09:02.607484,ETHUSD,2616.59
 2022-02-28 00:10:02.361051,ETHUSD,2615.62
 2022-02-28 00:11:02.366274,ETHUSD,2609.37
 2022-02-28 00:12:02.140893,ETHUSD,2612.63
 2022-02-28 00:13:01.979344,ETHUSD,2617.52
 2022-02-28 00:14:01.704952,ETHUSD,2617.39
 2022-02-28 00:15:02.485577,ETHUSD,2616.91
 2022-02-28 00:16:02.199195,ETHUSD,2618.83
 2022-02-28 00:17:01.576158,ETHUSD,2618.19
 2022-02-28 00:18:02.324278,ETHUSD, 2611.7
 2022-02-28 00:19:02.136314,ETHUSD,2614.96
 2022-02-28 00:20:01.888688,ETHUSD,2611.73
 2022-02-28 00:21:01.997508,ETHUSD,2604.71
 2022-02-28 00:22:01.790135,ETHUSD,2602.75
 2022-02-28 00:23:02.275642,ETHUSD,2601.71
 2022-02-28 00:24:02.08299 ,ETHUSD,2603.16
 2022-02-28 00:25:02.295722,ETHUSD,2605.25
 2022-02-28 00:26:02.139917,ETHUSD,2606.15
 2022-02-28 00:27:02.361174,ETHUSD,2601.35
 2022-02-28 00:28:02.17311 ,ETHUSD,2600.51
 2022-02-28 00:29:02.127497,ETHUSD,2598.61
 2022-02-28 00:30:01.861563,ETHUSD,2599.56
 2022-02-28 00:31:02.034018,ETHUSD,2604.07
 2022-02-28 00:32:01.765403,ETHUSD,2604.51
 2022-02-28 00:33:02.262451,ETHUSD,2600.32
 2022-02-28 00:34:01.98837 ,ETHUSD,2595.57
 2022-02-28 00:35:02.043138,ETHUSD,2591.74
 2022-02-28 00:36:01.86427 ,ETHUSD,2593.11
 2022-02-28 00:37:02.178756,ETHUSD,2599.79
 2022-02-28 00:38:01.971127,ETHUSD,2603.47
 2022-02-28 00:39:01.601424,ETHUSD,2602.03
 2022-02-28 00:40:02.327519,ETHUSD,2603.45
 2022-02-28 00:41:02.16973 ,ETHUSD,2603.04
 2022-02-28 00:42:01.97613 ,ETHUSD,2604.22
 2022-02-28 00:43:01.756919,ETHUSD,2605.84
 2022-02-28 00:44:02.520835,ETHUSD, 2610.3
 2022-02-28 00:45:02.014708,ETHUSD,2612.82
 2022-02-28 00:46:01.84041 ,ETHUSD,2614.38
 2022-02-28 00:47:02.445746,ETHUSD,   2613
 2022-02-28 00:48:02.268554,ETHUSD,2607.44
 2022-02-28 00:49:02.388064,ETHUSD,2611.02
 2022-02-28 00:50:02.172094,ETHUSD,2607.25
 2022-02-28 00:51:01.85268 ,ETHUSD,2608.24
 2022-02-28 00:52:01.661923,ETHUSD,2608.21
 2022-02-28 00:53:01.843946,ETHUSD, 2608.6
 2022-02-28 00:54:02.603098,ETHUSD,2606.65
 2022-02-28 00:55:01.917055,ETHUSD,2608.49
 2022-02-28 00:56:01.682112,ETHUSD,2601.65
 2022-02-28 00:57:01.904104,ETHUSD,2601.33
 2022-02-28 00:58:01.646613,ETHUSD,2600.26
 2022-02-28 00:59:01.867041,ETHUSD,2606.43
 2022-02-28 01:00:01.762985,ETHUSD,2606.79
 2022-02-28 01:01:01.799345,ETHUSD,2612.36
 2022-02-28 01:02:02.548542,ETHUSD,2607.81
 2022-02-28 01:03:02.034354,ETHUSD,2606.82
 2022-02-28 01:04:01.764348,ETHUSD,2608.71
 2022-02-28 01:05:02.500847,ETHUSD,2614.66
 2022-02-28 01:06:02.232848,ETHUSD, 2612.7
 2022-02-28 01:07:01.636533,ETHUSD,2613.28
 2022-02-28 01:08:02.35127 ,ETHUSD,2615.42
 2022-02-28 01:09:01.696939,ETHUSD,2622.34
 2022-02-28 01:10:02.086669,ETHUSD,2624.05
 2022-02-28 01:11:02.30568 ,ETHUSD,2621.97
 2022-02-28 01:12:02.004697,ETHUSD,2627.63
 2022-02-28 01:13:01.789914,ETHUSD,2629.07
 2022-02-28 01:14:02.549905,ETHUSD,2631.61
 2022-02-28 01:15:01.703594,ETHUSD,2635.95
 2022-02-28 01:16:02.471499,ETHUSD,2635.93
 2022-02-28 01:17:01.558469,ETHUSD,2634.91
 2022-02-28 01:18:02.336983,ETHUSD,2634.13
 2022-02-28 01:19:01.968286,ETHUSD,2634.54
 2022-02-28 01:20:01.76226 ,ETHUSD, 2641.1
 2022-02-28 01:21:02.173671,ETHUSD,2645.52
 2022-02-28 01:22:01.890922,ETHUSD,2660.95
 2022-02-28 01:23:01.813793,ETHUSD,2656.29
 2022-02-28 01:24:02.585889,ETHUSD,2654.55
 2022-02-28 01:25:02.526417,ETHUSD,2648.78
 2022-02-28 01:26:02.24902 ,ETHUSD,2644.56
 2022-02-28 01:27:02.049239,ETHUSD,2642.31
 2022-02-28 01:28:01.842398,ETHUSD,2650.55
 2022-02-28 01:29:02.076048,ETHUSD,2660.55
 2022-02-28 01:30:01.897166,ETHUSD,2665.49
 2022-02-28 01:31:02.010914,ETHUSD,2667.24
 2022-02-28 01:32:01.757829,ETHUSD,2671.04
 2022-02-28 01:33:01.707705,ETHUSD,2668.52
 2022-02-28 01:34:02.487348,ETHUSD,2669.03
 2022-02-28 01:35:02.418836,ETHUSD,2672.25
 2022-02-28 01:36:02.148032,ETHUSD,2673.09
 2022-02-28 01:37:02.519555,ETHUSD, 2676.6
 2022-02-28 01:38:02.299569,ETHUSD, 2668.2
 2022-02-28 01:39:02.365392,ETHUSD, 2664.5
 2022-02-28 01:40:02.108114,ETHUSD,2666.54
 2022-02-28 01:41:02.212735,ETHUSD, 2669.3
